date	account	category	amount	currency	converted amount	currency	description
01.11.2023	Наличные	Транспорт	-15	UAH	-15	UAH	Проез
02.11.2023	Наличные	Транспорт	-15	UAH	-15	UAH	Проезд
02.11.2023	Наличные	Развлечения	-77	UAH	-77	UAH	Сигареты
02.11.2023	Наличные	Здоровье	-70	UAH	-70	UAH	Аптека мне
02.11.2023	Наличные	Еда	-67	UAH	-67	UAH	
02.11.2023	Наличные	Еда	-10	UAH	-10	UAH	
02.11.2023	Наличные	Здоровье	-65	UAH	-65	UAH	Аптека
02.11.2023	Наличные	Здоровье	-35	UAH	-35	UAH	Аптека
02.11.2023	Наличные	Здоровье	-388	UAH	-388	UAH	Аптека
03.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
05.11.2023	Наличные	Еда	-502	UAH	-502	UAH	
05.11.2023	Наличные	Еда	-202	UAH	-202	UAH	
05.11.2023	Наличные	Еда	-40	UAH	-40	UAH	
05.11.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взтр в тумбочке
05.11.2023	Наличные	Развлечения	-160	UAH	-160	UAH	Сигареты
07.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Пооезд
08.11.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
08.11.2023	Наличные	Здоровье	-400	UAH	-400	UAH	гинеколог
08.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
08.11.2023	Наличные	Развлечения	-77	UAH	-77	UAH	Сигареты
09.11.2023	Наличные	Развлечения	-150	UAH	-150	UAH	Сигареты
09.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
10.11.2023	Наличные	Еда	-75	UAH	-75	UAH	
10.11.2023	Наличные	Такси	-30	UAH	-30	UAH	Проезд
11.11.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
11.11.2023	Наличные	Развлечения	-770	UAH	-770	UAH	Сигареты
11.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
13.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
14.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
15.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
15.11.2023	Наличные	Еда	-42	UAH	-42	UAH	
16.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
17.11.2023	Наличные	Еда	-200	UAH	-200	UAH	
17.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
18.11.2023	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
18.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
18.11.2023	Наличные	Гигиена	-740	UAH	-740	UAH	Косметика мне
18.11.2023	Наличные	Здоровье	-168	UAH	-168	UAH	Аптека кот
18.11.2023	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
18.11.2023	Наличные	Здоровье	-16	UAH	-16	UAH	Аптека кот
20.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
21.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
21.11.2023	Наличные	Здоровье	-220	UAH	-220	UAH	Аптека мне
22.11.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
22.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
22.11.2023	Наличные	Еда	-100	UAH	-100	UAH	Еда работа
24.11.2023	Наличные	Счета	-156	UAH	-156	UAH	Леонидовна долг
24.11.2023	Наличные	Жилье	-82	UAH	-82	UAH	Моющее
24.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
25.11.2023	Наличные	Жилье	-600	UAH	-600	UAH	Уборка
25.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
25.11.2023	Наличные	Еда	-270	UAH	-270	UAH	
29.11.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
29.11.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
30.11.2023	Наличные	Транспорт	-40	UAH	-40	UAH	Проезд
30.11.2023	Наличные	Здоровье	-247	UAH	-247	UAH	Аптека мне
01.12.2023	Наличные	Развлечения	-200	UAH	-200	UAH	Работа ДР
01.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
01.12.2023	Наличные	Еда	-26	UAH	-26	UAH	
01.12.2023	Наличные	Развлечения	-770	UAH	-770	UAH	Сигареты
01.12.2023	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
02.12.2023	Наличные	Еда	-264	UAH	-264	UAH	
02.12.2023	Наличные	Транспорт	-15	UAH	-15	UAH	Проезд
02.12.2023	Наличные	Жилье	-1000	UAH	-1000	UAH	Уборка Оксана
04.12.2023	Наличные	Еда	-265	UAH	-265	UAH	
04.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
04.12.2023	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
05.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
06.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
07.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
08.12.2023	Наличные	Подарки	-200	UAH	-200	UAH	Работа ДР
08.12.2023	Наличные	Сбережения	5000	UAH	5000	UAH	Взято в тумбочке
08.12.2023	Наличные	Жилье	-2600	UAH	-2600	UAH	Ремонт  котла и замена насоса котла
08.12.2023	Наличные	Жилье	-2560	UAH	-2560	UAH	Насос котла
08.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
09.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
09.12.2023	Наличные	Еда	-30	UAH	-30	UAH	
11.12.2023	Наличные	Транспорт	-15	UAH	-15	UAH	Проезд
12.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
12.12.2023	Наличные	Еда	-60	UAH	-60	UAH	
13.12.2023	Наличные	Транспорт	-15	UAH	-15	UAH	Проезд
14.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
15.12.2023	Наличные	Развлечения	-77	UAH	-77	UAH	Сигареты
15.12.2023	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
16.12.2023	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
16.12.2023	Наличные	Развлечения	-770	UAH	-770	UAH	Сигареты
16.12.2023	Наличные	Еда	-30	UAH	-30	UAH	Хлеб 
16.12.2023	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
19.12.2023	Наличные	Сбережения	20000	UAH	20000	UAH	Снято с карточки
19.12.2023	Наличные	Счета	-18000	UAH	-18000	UAH	Положено в тумбочку
19.12.2023	Наличные	Здоровье	-146	UAH	-146	UAH	Артека мне
19.12.2023	Наличные	Здоровье	-568	UAH	-568	UAH	Аптека мне
19.12.2023	Наличные	Здоровье	-119	UAH	-119	UAH	Аптека мне
19.12.2023	Наличные	Еда	-75	UAH	-75	UAH	
19.12.2023	Наличные	Еда	-15	UAH	-15	UAH	
19.12.2023	Наличные	Еда	-20	UAH	-20	UAH	
19.12.2023	Наличные	Еда	-600	UAH	-600	UAH	
19.12.2023	Наличные	Еда	-170	UAH	-170	UAH	Колготы мне
19.12.2023	Наличные	Гигиена	-410	UAH	-410	UAH	Космо мне
19.12.2023	Наличные	Транспорт	-40	UAH	-40	UAH	Проезд
19.12.2023	Наличные	Еда	-20	UAH	-20	UAH	
21.12.2023	Наличные	Сбережения	10000	UAH	10000	UAH	Взято в тумбочке
21.12.2023	Наличные	Здоровье	-9000	UAH	-9000	UAH	Операция мне
23.12.2023	Наличные	Жилье	-650	UAH	-650	UAH	Уборка Оксана
23.12.2023	Наличные	Питомцы	-50	UAH	-50	UAH	Юра за голда
25.12.2023	Наличные	Счета	-50	UAH	-50	UAH	Женя в долг
27.12.2023	Наличные	Еда	-167	UAH	-167	UAH	
27.12.2023	Наличные	Здоровье	-52	UAH	-52	UAH	Аптека
29.12.2023	Наличные	Здоровье	-245	UAH	-245	UAH	Аптека мне
29.12.2023	Наличные	Здоровье	-20	UAH	-20	UAH	Аптека мне
02.01.2024	Наличные	Еда	-100	UAH	-100	UAH	
03.01.2024	Наличные	Здоровье	-170	UAH	-170	UAH	Аптека мне
04.01.2024	Наличные	Здоровье	-55	UAH	-55	UAH	Аптека мне
04.01.2024	Наличные	Сбережения	100	UAH	100	UAH	Взято у Вити
04.01.2024	Наличные	Одежда	-197	UAH	-197	UAH	Секонд мне
06.01.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
08.01.2024	Наличные	Здоровье	-630	UAH	-630	UAH	Аптека мне
08.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
10.01.2024	Наличные	Здоровье	-243	UAH	-243	UAH	Аптека мне
13.01.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
13.01.2024	Наличные	Здоровье	-700	UAH	-700	UAH	Прививки
13.01.2024	Наличные	Развлечения	-800	UAH	-800	UAH	Сигареты
13.01.2024	Наличные	Еда	-30	UAH	-30	UAH	
13.01.2024	Наличные	Еда	-26	UAH	-26	UAH	
13.01.2024	Наличные	Еда	-127	UAH	-127	UAH	
18.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
18.01.2024	Наличные	Еда	-40	UAH	-40	UAH	
18.01.2024	Наличные	Здоровье	-750	UAH	-750	UAH	Косметика мне
21.01.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
21.01.2024	Наличные	Гигиена	-290	UAH	-290	UAH	Космо мне
21.01.2024	Наличные	Еда	-25	UAH	-25	UAH	
21.01.2024	Наличные	Транспорт	-40	UAH	-40	UAH	Проезд
21.01.2024	Наличные	Здоровье	-300	UAH	-300	UAH	Аптека мне
22.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
23.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
23.01.2024	Наличные	Еда	-87	UAH	-87	UAH	
23.01.2024	Наличные	Еда	-210	UAH	-210	UAH	
23.01.2024	Наличные	Еда	-50	UAH	-50	UAH	
23.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
24.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
25.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
26.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
26.01.2024	Наличные	Еда	-220	UAH	-220	UAH	
26.01.2024	Наличные	Здоровье	-90	UAH	-90	UAH	Аптека мне
27.01.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Дала мама
27.01.2024	Наличные	Счета	-500	UAH	-500	UAH	Дала Вите
27.01.2024	Наличные	Здоровье	-600	UAH	-600	UAH	Уборка Оксана
28.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
29.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
30.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
31.01.2024	Наличные	Транспорт	-30	UAH	-30	UAH	Проезд
31.01.2024	Наличные	Здоровье	-172	UAH	-172	UAH	Аптека
01.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
02.02.2024	Наличные	Еда	-58	UAH	-58	UAH	
02.02.2024	Наличные	Еда	-34	UAH	-34	UAH	
02.02.2024	Наличные	Еда	-22	UAH	-22	UAH	
02.02.2024	Наличные	Еда	-202	UAH	-202	UAH	
02.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
02.02.2024	Наличные	Здоровье	-22	UAH	-22	UAH	Аптека
02.02.2024	Наличные	Одежда	-262	UAH	-262	UAH	Секонд мне
03.02.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
03.02.2024	Наличные	Здоровье	-250	UAH	-250	UAH	Аптека
05.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
06.02.2024	Наличные	Здоровье	-254	UAH	-254	UAH	Аптека мне
06.02.2024	Наличные	Еда	-124	UAH	-124	UAH	
06.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
07.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
08.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
08.02.2024	Наличные	Еда	-65	UAH	-65	UAH	
08.02.2024	Наличные	Еда	-356	UAH	-356	UAH	
09.02.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято у мамы в долг
09.02.2024	Наличные	Развлечения	-80	UAH	-80	UAH	Сигареты
09.02.2024	Наличные	Еда	-135	UAH	-135	UAH	
09.02.2024	Наличные	Еда	-130	UAH	-130	UAH	
09.02.2024	Наличные	Транспорт	-60	UAH	-60	UAH	Проезд
10.02.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
10.02.2024	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
10.02.2024	Наличные	Еда	-25	UAH	-25	UAH	
11.02.2024	Наличные	Счета	-600	UAH	-600	UAH	Дала Вите
11.02.2024	Наличные	Еда	-30	UAH	-30	UAH	
12.02.2024	Наличные	Еда	-28	UAH	-28	UAH	
12.02.2024	Наличные	Питомцы	-470	UAH	-470	UAH	Вет больница голд
12.02.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
12.02.2024	Наличные	Развлечения	-200	UAH	-200	UAH	дР работа
13.02.2024	Наличные	Развлечения	-325	UAH	-325	UAH	Др работа
13.02.2024	Наличные	Здоровье	-55	UAH	-55	UAH	Аптека мне
13.02.2024	Наличные	Еда	-308	UAH	-308	UAH	
14.02.2024	Наличные	Машина	-615	UAH	-615	UAH	Бензин машина
14.02.2024	Наличные	Еда	-20	UAH	-20	UAH	
15.02.2024	Наличные	Гигиена	-15	UAH	-15	UAH	Космо мне
15.02.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
15.02.2024	Наличные	Гигиена	-126	UAH	-126	UAH	
16.02.2024	Наличные	Еда	-130	UAH	-130	UAH	
17.02.2024	Наличные	Питомцы	-200	UAH	-200	UAH	Аналлиз собака
17.02.2024	Наличные	Питомцы	-78	UAH	-78	UAH	Аптека собака
19.02.2024	Наличные	Еда	-20	UAH	-20	UAH	
19.02.2024	Наличные	Еда	-25	UAH	-25	UAH	
19.02.2024	Наличные	Еда	-20	UAH	-20	UAH	
20.02.2024	Наличные	Еда	-46	UAH	-46	UAH	Еда работа
20.02.2024	Наличные	Еда	-40	UAH	-40	UAH	
21.02.2024	Наличные	Еда	-50	UAH	-50	UAH	
22.02.2024	Наличные	Сбережения	3000	UAH	3000	UAH	Взято в тумбочке
22.02.2024	Наличные	Еда	-24	UAH	-24	UAH	
22.02.2024	Наличные	Гигиена	-100	UAH	-100	UAH	Космо мне
22.02.2024	Наличные	Жилье	-1295	UAH	-1295	UAH	Новая почта бактерии
22.02.2024	Наличные	Еда	-64	UAH	-64	UAH	
22.02.2024	Наличные	Еда	-173	UAH	-173	UAH	
23.02.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
23.02.2024	Наличные	Питомцы	-219	UAH	-219	UAH	Ошейник косточка
23.02.2024	Наличные	Еда	-30	UAH	-30	UAH	
23.02.2024	Наличные	Еда	-25	UAH	-25	UAH	
25.02.2024	Наличные	Здоровье	-240	UAH	-240	UAH	Аптека мне
25.02.2024	Наличные	Здоровье	-218	UAH	-218	UAH	Аптека мне
25.02.2024	Наличные	Здоровье	-49	UAH	-49	UAH	Аптека мне
25.02.2024	Наличные	Еда	-332	UAH	-332	UAH	
27.02.2024	Наличные	Здоровье	-302	UAH	-302	UAH	Аптека мне
27.02.2024	Наличные	Еда	-50	UAH	-50	UAH	
27.02.2024	Наличные	Еда	-79	UAH	-79	UAH	
27.02.2024	Наличные	Еда	-341	UAH	-341	UAH	
27.02.2024	Наличные	Еда	-112	UAH	-112	UAH	
27.02.2024	Наличные	Здоровье	-129	UAH	-129	UAH	Аптека витя
28.02.2024	Наличные	Гигиена	-900	UAH	-900	UAH	Парикмахер мне
28.02.2024	Наличные	Еда	-30	UAH	-30	UAH	
29.02.2024	Наличные	Одежда	-375	UAH	-375	UAH	Секонд мне
29.02.2024	Наличные	Еда	-112	UAH	-112	UAH	
01.03.2024	Наличные	Сбережения	3000	UAH	3000	UAH	Взято в тумбочке
01.03.2024	Наличные	Еда	-350	UAH	-350	UAH	Рыба
01.03.2024	Наличные	Еда	-10	UAH	-10	UAH	
01.03.2024	Наличные	Еда	-860	UAH	-860	UAH	Молочка
01.03.2024	Наличные	Еда	-75	UAH	-75	UAH	Мандарины
01.03.2024	Наличные	Еда	-151	UAH	-151	UAH	Капуста огурцы
01.03.2024	Наличные	Здоровье	-198	UAH	-198	UAH	Аптека мне
02.03.2024	Наличные	Еда	-130	UAH	-130	UAH	
02.03.2024	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
04.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
04.03.2024	Наличные	Подарки	-200	UAH	-200	UAH	Работа похор
04.03.2024	Наличные	Здоровье	-520	UAH	-520	UAH	Аптека мне
04.03.2024	Наличные	Еда	-79	UAH	-79	UAH	
05.03.2024	Наличные	Еда	-158	UAH	-158	UAH	
05.03.2024	Наличные	Связь	-101	UAH	-101	UAH	Новая почта наушники
05.03.2024	Наличные	Еда	-14	UAH	-14	UAH	
05.03.2024	Наличные	Еда	-285	UAH	-285	UAH	
05.03.2024	Наличные	Еда	-55	UAH	-55	UAH	
06.03.2024	Наличные	Сбережения	3000	UAH	3000	UAH	Взято в тумбочке
06.03.2024	Наличные	Еда	-20	UAH	-20	UAH	
06.03.2024	Наличные	Здоровье	-220	UAH	-220	UAH	Аптека мне
06.03.2024	Наличные	Жилье	-40	UAH	-40	UAH	Химия дом
06.03.2024	Наличные	Машина	-2000	UAH	-2000	UAH	Бензин машина
06.03.2024	Наличные	Сбережения	112	UAH	112	UAH	Снято с карточки
06.03.2024	Наличные	Еда	-112	UAH	-112	UAH	Еда по карточке
06.03.2024	Наличные	Еда	-60	UAH	-60	UAH	
06.03.2024	Наличные	Жилье	-260	UAH	-260	UAH	Нова почта крючок ванная
07.03.2024	Наличные	Сбережения	179	UAH	179	UAH	Снято с карточки
07.03.2024	Наличные	Еда	-179	UAH	-179	UAH	
07.03.2024	Наличные	Транспорт	-15	UAH	-15	UAH	Проезд
08.03.2024	Наличные	Здоровье	-95	UAH	-95	UAH	Аптека голд
08.03.2024	Наличные	Еда	-100	UAH	-100	UAH	
08.03.2024	Наличные	Еда	-50	UAH	-50	UAH	
09.03.2024	Наличные	Развлечения	-158	UAH	-158	UAH	Сигареты
09.03.2024	Наличные	Еда	-40	UAH	-40	UAH	
11.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
11.03.2024	Наличные	Сбережения	1550	UAH	1550	UAH	Снято с карточки
11.03.2024	Наличные	Сбережения	133	UAH	133	UAH	Снято с карточки
11.03.2024	Наличные	Подарки	-133	UAH	-133	UAH	Нова пошта сумка доставка
11.03.2024	Наличные	Подарки	-1550	UAH	-1550	UAH	Нова пошта сумка люда др
11.03.2024	Наличные	Сбережения	632	UAH	632	UAH	Снято с карточки
11.03.2024	Наличные	Развлечения	-632	UAH	-632	UAH	Сигареты
12.03.2024	Наличные	Еда	-200	UAH	-200	UAH	
12.03.2024	Наличные	Развлечения	-105	UAH	-105	UAH	Сигареты
13.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
13.03.2024	Наличные	Счета	-120	UAH	-120	UAH	Работа взносы
13.03.2024	Наличные	Сбережения	279.31	UAH	279.31	UAH	Снято с карточки
13.03.2024	Наличные	Еда	-279.31	UAH	-279.31	UAH	
13.03.2024	Наличные	Счета	-100	UAH	-100	UAH	Справка об акциях
13.03.2024	Наличные	Еда	-51	UAH	-51	UAH	
13.03.2024	Наличные	Еда	-840	UAH	-840	UAH	Молочка
13.03.2024	Наличные	Еда	-40	UAH	-40	UAH	
14.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Снято с карточки
14.03.2024	Наличные	Еда	-100	UAH	-100	UAH	Еда
15.03.2024	Наличные	Сбережения	7000	UAH	7000	UAH	Взято в тумбочке
15.03.2024	Наличные	Питомцы	-490	UAH	-490	UAH	Несгард голд
15.03.2024	Наличные	Здоровье	-241	UAH	-241	UAH	Артека мне
15.03.2024	Наличные	Здоровье	-5840	UAH	-5840	UAH	Губы мне
16.03.2024	Наличные	Гигиена	-300	UAH	-300	UAH	Космо мне
19.03.2024	Наличные	Еда	-230	UAH	-230	UAH	
19.03.2024	Наличные	Здоровье	-236	UAH	-236	UAH	Аптека мне
20.03.2024	Наличные	Еда	-37	UAH	-37	UAH	
20.03.2024	Наличные	Питомцы	-164	UAH	-164	UAH	Аптека собаки
20.03.2024	Наличные	Еда	-183	UAH	-183	UAH	
20.03.2024	Наличные	Машина	-430	UAH	-430	UAH	Бензин машина
22.03.2024	Наличные	Еда	-690	UAH	-690	UAH	Молочка
22.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
22.03.2024	Наличные	Жилье	-116	UAH	-116	UAH	Дом всякая мелочь
22.03.2024	Наличные	Жилье	-130	UAH	-130	UAH	Кухонные полотенца
22.03.2024	Наличные	Еда	-109	UAH	-109	UAH	Курица
22.03.2024	Наличные	Еда	-25	UAH	-25	UAH	
23.03.2024	Наличные	Еда	-40	UAH	-40	UAH	
24.03.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
24.03.2024	Наличные	Здоровье	-310	UAH	-310	UAH	Аптека мне
24.03.2024	Наличные	Питомцы	-177	UAH	-177	UAH	Аптека голд
24.03.2024	Наличные	Жилье	-200	UAH	-200	UAH	Сантехниа краны лейка пркладки
24.03.2024	Наличные	Гигиена	-150	UAH	-150	UAH	Космо мне
24.03.2024	Наличные	Еда	-127	UAH	-127	UAH	
24.03.2024	Наличные	Еда	-115	UAH	-115	UAH	
24.03.2024	Наличные	Еда	-23	UAH	-23	UAH	Краска для яиц
24.03.2024	Наличные	Еда	-310	UAH	-310	UAH	
24.03.2024	Наличные	Машина	-861	UAH	-861	UAH	Бензин машина
25.03.2024	Наличные	Еда	-40	UAH	-40	UAH	
25.03.2024	Наличные	Еда	-61	UAH	-61	UAH	
25.03.2024	Наличные	Еда	-52	UAH	-52	UAH	
26.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
27.03.2024	Наличные	Еда	-211	UAH	-211	UAH	
28.03.2024	Наличные	Жилье	-130	UAH	-130	UAH	Салфтки на стол
28.03.2024	Наличные	Еда	-230	UAH	-230	UAH	
28.03.2024	Наличные	Еда	-140	UAH	-140	UAH	
28.03.2024	Наличные	Еда	-130	UAH	-130	UAH	
29.03.2024	Наличные	Еда	-20	UAH	-20	UAH	
29.03.2024	Наличные	Сбережения	20000	UAH	20000	UAH	Снято скарточки
29.03.2024	Наличные	Еда	-615	UAH	-615	UAH	Молочка
29.03.2024	Наличные	Еда	-20	UAH	-20	UAH	Петрушка
29.03.2024	Наличные	Еда	-77	UAH	-77	UAH	Капуста  редис
29.03.2024	Наличные	Еда	-40	UAH	-40	UAH	Яблоки
29.03.2024	Наличные	Здоровье	-18	UAH	-18	UAH	Аптека тато
29.03.2024	Наличные	Здоровье	-152	UAH	-152	UAH	Аптека тато
29.03.2024	Наличные	Здоровье	-62	UAH	-62	UAH	Аптека тато
29.03.2024	Наличные	Здоровье	-250	UAH	-250	UAH	Аптека тато
29.03.2024	Наличные	Еда	-25	UAH	-25	UAH	
29.03.2024	Наличные	Еда	-275	UAH	-275	UAH	
29.03.2024	Наличные	Еда	-96	UAH	-96	UAH	Еда юра долг
29.03.2024	Наличные	Еда	-12	UAH	-12	UAH	
29.03.2024	Наличные	Еда	-87	UAH	-87	UAH	
29.03.2024	Наличные	Развлечения	-332	UAH	-332	UAH	Сигареты
29.03.2024	Наличные	Счета	-18000	UAH	-18000	UAH	Положила в тумбочку
30.03.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
30.03.2024	Наличные	Машина	-1917	UAH	-1917	UAH	Бензин машина
30.03.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
30.03.2024	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
01.04.2024	Наличные	Сбережения	700	UAH	700	UAH	Взято у Вити
01.04.2024	Наличные	Машина	-1080	UAH	-1080	UAH	Колеса смена резины
01.04.2024	Наличные	Жилье	-168	UAH	-168	UAH	Хозтовары
02.04.2024	Наличные	Сбережения	45000	UAH	45000	UAH	Дал Сережа
02.04.2024	Наличные	Счета	-43000	UAH	-43000	UAH	Положила в тумбочку
02.04.2024	Наличные	Жилье	-268	UAH	-268	UAH	Хозтовари
02.04.2024	Наличные	Машина	-850	UAH	-850	UAH	Заправка фриона машина
02.04.2024	Наличные	Развлечения	-243	UAH	-243	UAH	Сигареты
02.04.2024	Наличные	Еда	-25	UAH	-25	UAH	Батон
02.04.2024	Наличные	Еда	-486	UAH	-486	UAH	
03.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
03.04.2024	Наличные	Еда	-25	UAH	-25	UAH	
03.04.2024	Наличные	Здоровье	-165	UAH	-165	UAH	Аптека мне
04.04.2024	Наличные	Еда	-53	UAH	-53	UAH	Подсолнечное масло
04.04.2024	Наличные	Развлечения	-405	UAH	-405	UAH	Сигареты
04.04.2024	Наличные	Сбережения	96	UAH	96	UAH	Юра долг еда вернул
05.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
05.04.2024	Наличные	Здоровье	-115	UAH	-115	UAH	Аналз мама в долг
05.04.2024	Наличные	Здоровье	-304	UAH	-304	UAH	Аптека мама в долг
05.04.2024	Наличные	Здоровье	-48	UAH	-48	UAH	Аптека мне
05.04.2024	Наличные	Здоровье	-312	UAH	-312	UAH	Аптека мне
05.04.2024	Наличные	Жилье	-244	UAH	-244	UAH	Химия дом
05.04.2024	Наличные	Гигиена	-160	UAH	-160	UAH	Космо мне
05.04.2024	Наличные	Гигиена	-62	UAH	-62	UAH	Космо мне
05.04.2024	Наличные	Гигиена	-44	UAH	-44	UAH	Космо мне
05.04.2024	Наличные	Гигиена	-141	UAH	-141	UAH	Космо мне
05.04.2024	Наличные	Гигиена	-147	UAH	-147	UAH	Космо мне
05.04.2024	Наличные	Здоровье	-84	UAH	-84	UAH	Аптека мама в долг
05.04.2024	Наличные	Здоровье	-83	UAH	-83	UAH	Аптека мама в долг
05.04.2024	Наличные	Гигиена	-107	UAH	-107	UAH	Космо мне
06.04.2024	Наличные	Сбережения	100	UAH	100	UAH	Дал Витя
06.04.2024	Наличные	Жилье	-800	UAH	-800	UAH	Уборка Оксана
06.04.2024	Наличные	Жилье	-10	UAH	-10	UAH	Пленка
07.04.2024	Наличные	Еда	-51	UAH	-51	UAH	
07.04.2024	Наличные	Еда	-69	UAH	-69	UAH	
08.04.2024	Наличные	Еда	-14	UAH	-14	UAH	
08.04.2024	Наличные	Жилье	-74	UAH	-74	UAH	Хозтовари
08.04.2024	Наличные	Жилье	-74	UAH	-74	UAH	Хозтовари
08.04.2024	Наличные	Еда	-340	UAH	-340	UAH	
08.04.2024	Наличные	Машина	-440	UAH	-440	UAH	Бензин машина
09.04.2024	Наличные	Гигиена	-150	UAH	-150	UAH	Космо мне
09.04.2024	Наличные	Еда	-60	UAH	-60	UAH	
09.04.2024	Наличные	Развлечения	-729	UAH	-729	UAH	Сигареты
09.04.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
09.04.2024	Наличные	Еда	-41	UAH	-41	UAH	
